TxnId,Browser,Device,Transaction_Type,City,State,Status,Merchant,Merchant_Category,Product_Category,Amount,Date and Time,Mode of Payment
TXN15416,Chrome,iOS,Sale,Nizamabad,Telangana,Success,Zomato,Foodtech,Cafe,2907.2925,2/27/2016 1:08,Credit Card
TXN15689,Chrome,Android,Sale,Tirunelveli,Tamil Nadu,Success,LIC ,Insurance,Life,113525.5055,2/27/2016 18:08,Wallet
TXN21611,Chrome,Windows Phone,Sale,Vadodara,Gujarat,Success,Puma,Lifestyle,Shoes,10505.96282,3/26/2016 18:08,Net Banking
TXN11100,UC Browser,Android,Sale,Gurgaon,Haryana,Success,Reliance Fresh Direct,Grocery,Grocery,2118.404506,2/6/2016 12:08,Wallet
TXN11623,IE,Windows PC,Sale,Kochi,Kerala,Cancelled,Baniya Babu.com,Grocery,Grocery,855.3983379,2/7/2016 23:08,Credit Card
TXN16866,Mobile App,Windows PC,Refund,Guntur,Andhra Pradesh,Success,HDFC AMC,Financial Products,Mutual Fund,80365.1299,3/4/2016 19:08,Net Banking
TXN12390,IE,Windows PC,Refund,Kakinada,Andhra Pradesh,Success,AskMeGrocery,Grocery,Grocery,2462.374816,2/12/2016 19:08,Debit Card
TXN23512,IE,Windows Phone,Sale,Nashik,Maharashtra,Cancelled,Future Generali,Insurance,Life,71236.10393,4/3/2016 23:08,Wallet
TXN16635,Chrome,Windows PC,Sale,Mathura,Uttar Pradesh,Failed,Big Basket,Grocery,Grocery,3593.466688,3/3/2016 21:08,Wallet
TXN22168,UC Browser,Android,Refund,Ambattur,Tamil Nadu,Success,Reliance Fresh Direct,Grocery,Grocery,12973.44,3/29/2016 13:08,Wallet
TXN17961,Mobile App,Android,Refund,Alwar,Rajasthan,Cancelled,Amity University,Education,Online Course,36450,3/10/2016 13:08,Wallet
TXN20114,Opera,Android,Refund,Agartala,Tripura,Success,Religare Heath Insurance,Insurance,Health,32024.57785,3/19/2016 19:08,Credit Card
TXN16863,Firefox,Windows PC,Sale,Kochi,Kerala,Success,AskMeGrocery,Grocery,Grocery,7429.811292,3/4/2016 18:08,Wallet
TXN19710,UC Browser,Android,Sale,Hubballi-Dharwad,Karnataka,Cancelled,Max Life Insurance,Insurance,Life,77419.09372,3/18/2016 13:08,Debit Card
TXN22312,Firefox,Android,Sale,Rajpur Sonarpur,West Bengal,Success,Ola Cabs,Travel,Cabs,95.073426,3/30/2016 15:08,Credit Card
TXN24258,Chrome,Windows PC,Refund,Mau,Uttar Pradesh,Cancelled,Scootsy,Foodtech,Cafe,1601.589307,4/8/2016 14:08,Debit Card
TXN23959,IE,Windows PC,Sale,Muzaffarnagar,Uttar Pradesh,Success,Reliance Fresh Direct,Grocery,Grocery,8559.81,4/7/2016 13:08,Wallet
TXN14836,Mobile App,Windows PC,Sale,Bhubaneswar,Orissa,Success,SBI MF,Financial Products,Mutual Fund,38393.51716,2/24/2016 12:08,Net Banking
TXN21215,Firefox,Windows PC,Sale,Vijayawada,Andhra Pradesh,Success,Puma,Lifestyle,Shoes,14347.31485,3/25/2016 13:08,Credit Card
TXN19870,UC Browser,Blackberry,Sale,Bally,West Bengal,Success,Big Basket,Grocery,Grocery,496.2195,3/19/2016 12:08,Debit Card
TXN24500,Opera,Blackberry,Sale,Ahmednagar,Maharashtra,Success,Go Ibibo,Travel,Air,6170.789265,4/9/2016 13:08,Wallet
TXN13469,Firefox,Android,Sale,Chandigarh,Punjab,Success,Nature Basket,Grocery,Grocery,5166.72,2/18/2016 11:08,Debit Card
TXN16222,Chrome,Android,Refund,Madurai,Tamil Nadu,Success,LIC ,Insurance,Life,57532.54242,2/29/2016 19:08,Net Banking
TXN20134,Chrome,Windows PC,Sale,Chandrapur,Maharashtra,Failed,ICICI Direct,Financial Products,Mutual Fund,248838.0275,3/19/2016 21:08,Credit Card
TXN12309,UC Browser,Android,Refund,Meerut,Uttar Pradesh,Success,Inox,Ticketing,Cinema,529.935953,2/12/2016 13:08,Credit Card
TXN17841,Chrome,Android,Refund,Begusarai,Bihar,Success,Apple,Electronics,iPad,118127.7492,3/9/2016 14:08,Wallet
TXN23717,IE,Windows Phone,Refund,Karimnagar,Telangana,Success,Vodafone,Utility,DTH,1425.036375,4/5/2016 20:08,Credit Card
TXN20766,Mobile App,Windows PC,Sale,Pali,Rajasthan,Failed,Inox,Ticketing,Cinema,1166.886,3/23/2016 13:08,Credit Card
TXN25938,Firefox,Android,Sale,Imphal,Manipur,Cancelled,Vodafone,Utility,DTH,891.0889218,4/16/2016 12:08,Net Banking
TXN21063,UC Browser,Windows PC,Sale,Bharatpur,Rajasthan,Success,Apple,Electronics,iPad,80304.79475,3/24/2016 22:08,Debit Card
TXN15251,UC Browser,Android,Sale,Ranchi,Jharkhand,Success,Nature Basket,Grocery,Grocery,9349.674076,2/26/2016 13:08,Wallet
TXN10253,UC Browser,Windows Phone,Sale,Mathura,Uttar Pradesh,Failed,Big Basket,Grocery,Grocery,3851.142926,2/2/2016 12:08,Credit Card
TXN22833,Chrome,Windows Phone,Sale,Bellary,Karnataka,Success,Zomato,Foodtech,Cafe,1977.854267,4/1/2016 21:08,Wallet
TXN13153,Safari,Macintosh,Refund,Bhilai,Chattisgarh,Success,ICICI Direct,Financial Products,Mutual Fund,338446.8536,2/15/2016 12:08,Credit Card
TXN20600,Chrome,Windows Phone,Sale,Bihar Sharif,Bihar,Success,Nature Basket,Grocery,Grocery,8564.22,3/21/2016 19:08,Wallet
TXN19231,Firefox,Windows PC,Refund,New Delhi,Delhi,Success,Baniya Babu.com,Grocery,Grocery,9399.86208,3/16/2016 12:08,Net Banking
TXN25861,IE,Windows Phone,Sale,Junagadh,Gujarat,Cancelled,Fossil,Lifestyle,Watches,17286.5826,4/16/2016 10:08,Debit Card
TXN21723,Opera,Blackberry,Sale,Pali,Rajasthan,Success,Inox,Ticketing,Cinema,1323,3/27/2016 11:08,Credit Card
TXN18296,UC Browser,Windows PC,Refund,Rewa,Madhya Pradesh,Success,Idea,Utility,DTH,890.8080654,3/11/2016 18:08,Wallet
TXN14715,Chrome,Windows PC,Sale,Kurnool,Andhra Pradesh,Success,Dell,Electronics,Desktops,39869.73277,2/22/2016 19:08,Wallet
TXN24289,Mobile App,Windows Phone,Sale,Gulbarga,Karnataka,Success,Vodafone,Utility,DTH,1160.9325,4/8/2016 18:08,Credit Card
TXN11115,IE,Windows Phone,Refund,Madurai,Tamil Nadu,Failed,Religare Heath Insurance,Insurance,Health,20007.49333,2/6/2016 12:08,Debit Card
TXN18873,Firefox,Windows Phone,Refund,Mira-Bhayandar,Maharashtra,Success,Micromax ,Electronics,TV,41023.49842,3/13/2016 13:08,Wallet
TXN20666,UC Browser,Android,Sale,Alwar,Rajasthan,Failed,Pepperfry,Lifestyle,Furniture,88958.63867,3/22/2016 13:08,Credit Card
TXN24725,Safari,Macintosh,Sale,Kakinada,Andhra Pradesh,Success,Bajaj Allianze Health Insurance,Insurance,Health,168039.4605,4/10/2016 10:08,Debit Card
TXN25326,UC Browser,Android,Sale,Ichalkaranji,Maharashtra,Success,Big Basket,Grocery,Grocery,10707.06788,4/13/2016 19:08,Wallet
TXN25345,Firefox,Windows PC,Refund,Alwar,Rajasthan,Success,Zomato,Foodtech,Cafe,1723.941552,4/14/2016 0:08,Wallet
TXN13615,Opera,Android,Sale,Nagpur,Maharashtra,Success,AskMeGrocery,Grocery,Grocery,3105.69122,2/18/2016 19:08,Debit Card
TXN17018,IE,Windows PC,Refund,Kalyan-Dombivali,Maharashtra,Failed,Big Basket,Grocery,Grocery,20033.30633,3/5/2016 12:08,Debit Card
TXN25966,UC Browser,Android,Sale,Kurnool,Andhra Pradesh,Success,Tata Sky,Utility,DTH,1484.1,4/16/2016 13:08,Debit Card
TXN21548,Mobile App,Windows PC,Sale,Panipat,Haryana,Failed,Micromax ,Electronics,TV,20912.38816,3/26/2016 13:08,Credit Card
TXN23264,IE,Windows PC,Refund,Chandigarh,Punjab,Cancelled,Nature Basket,Grocery,Grocery,4984.2702,4/3/2016 12:08,Credit Card
TXN22915,Safari,Macintosh,Sale,Amritsar,Punjab,Success,Fossil,Lifestyle,Watches,207883.511,4/2/2016 11:08,Debit Card
TXN23888,Chrome,Windows PC,Refund,Bikaner,Rajasthan,Cancelled,Swiggy,Foodtech,Cafe,484.7018724,4/7/2016 12:08,Debit Card
TXN15263,UC Browser,Windows PC,Refund,Guwahati,Assam,Success,Nike,Lifestyle,Shoes,4479.359186,2/26/2016 13:08,Debit Card
TXN12813,Chrome,Windows PC,Sale,Ghaziabad,Uttar Pradesh,Success,Religare Heath Insurance,Insurance,Health,42832.125,2/14/2016 10:08,Debit Card
TXN21519,Mobile App,iOS,Sale,Mathura,Uttar Pradesh,Success,Future Generali,Insurance,Life,150576.3806,3/26/2016 13:08,Debit Card
TXN12053,Mobile App,Android,Sale,Korba,Chattisgarh,Success,Carnival,Ticketing,Cinema,676.2801584,2/11/2016 13:08,Credit Card
TXN22687,Chrome,Windows PC,Refund,Vijayanagaram,Andhra Pradesh,Success,Nike,Lifestyle,Shoes,7249.950234,4/1/2016 13:08,Credit Card
TXN20978,UC Browser,Windows Phone,Sale,Ramagundam,Telangana,Success,Tata Sky,Utility,DTH,1116.512504,3/24/2016 14:08,Debit Card
TXN15357,Safari,Macintosh,Sale,Darbhanga,Bihar,Cancelled,Tata Sky,Utility,DTH,783.5500575,2/26/2016 19:08,Credit Card
TXN15648,UC Browser,Windows PC,Refund,Gorakhpur,Uttar Pradesh,Success,Go Ibibo,Travel,Air,7090.101438,2/27/2016 14:08,Credit Card
TXN21309,Chrome,Windows PC,Sale,Ghaziabad,Uttar Pradesh,Success,HDFC AMC,Financial Products,Mutual Fund,215061.09,3/25/2016 21:08,Credit Card
TXN25733,Mobile App,Android,Sale,Itanagar,Arunachal Pradesh,Cancelled,NIIT,Education,Online Course,135596.2373,4/15/2016 13:08,Credit Card
TXN15272,Mobile App,Windows PC,Sale,Guwahati,Assam,Cancelled,Amity University,Education,Online Course,175075.32,2/26/2016 13:08,Wallet
TXN22880,UC Browser,Windows PC,Sale,Aizawl,Mizoram,Success,ICICI Direct,Financial Products,Mutual Fund,161812.3815,4/2/2016 1:08,Net Banking
TXN26037,Firefox,Windows PC,Sale,Mathura,Uttar Pradesh,Success,Future Generali,Insurance,Life,54373.95922,4/16/2016 13:08,Net Banking
TXN22265,Mobile App,iOS,Refund,Bangalore,Karnataka,Failed,Grofers,Grocery,Grocery,8249.428205,3/30/2016 12:08,Debit Card
TXN20415,Firefox,Windows PC,Sale,Kanpur,Uttar Pradesh,Cancelled,Baniya Babu.com,Grocery,Grocery,422.1237954,3/20/2016 18:08,Wallet
TXN23426,UC Browser,Blackberry,Sale,Raipur,Chattisgarh,Success,Grofers,Grocery,Grocery,806.81832,4/3/2016 16:08,Credit Card
TXN25852,Mobile App,Windows PC,Sale,Karnal,Haryana,Success,LIC ,Insurance,Life,27096.73782,4/16/2016 0:08,Credit Card
TXN11358,Opera,Android,Sale,Karimnagar,Telangana,Cancelled,LIC ,Insurance,Life,108362.5767,2/6/2016 23:08,Net Banking
TXN14120,Opera,Windows Phone,Sale,Pimpri-Chinchwad,Maharashtra,Success,Tata Sky,Utility,DTH,1473.522305,2/20/2016 13:08,Net Banking
TXN24985,UC Browser,Windows PC,Sale,Ranchi,Jharkhand,Success,DSP Blackrock,Financial Products,Mutual Fund,43586.8324,4/10/2016 21:08,Debit Card
TXN25002,IE,Windows PC,Sale,Chennai,Tamil Nadu,Failed,AMBN Amro,Financial Products,Mutual Fund,140798.6411,4/10/2016 23:08,Net Banking
TXN24255,Chrome,Android,Refund,Eluru,Andhra Pradesh,Success,Nike,Lifestyle,Shoes,8886.63896,4/8/2016 13:08,Credit Card
TXN19352,Mobile App,Windows PC,Refund,Vijayanagaram,Andhra Pradesh,Success,Nike,Lifestyle,Shoes,7033.068,3/17/2016 11:08,Credit Card
TXN20287,Mobile App,Windows PC,Refund,Ambernath,Maharashtra,Success,Swiggy,Foodtech,Cafe,1746.725745,3/20/2016 12:08,Wallet
TXN16758,IE,Windows Phone,Sale,Jammu,Jammu and Kashmir,Cancelled,AMBN Amro,Financial Products,Mutual Fund,199348.9659,3/4/2016 13:08,Credit Card
TXN10328,Firefox,Android,Sale,Srinagar,Jammu and Kashmir,Success,Fossil,Lifestyle,Watches,14519.05638,2/3/2016 12:08,Debit Card
TXN12162,Mobile App,Blackberry,Refund,Nellore,Andhra Pradesh,Success,Inox,Ticketing,Cinema,687,2/11/2016 22:08,Credit Card
TXN16859,Firefox,Windows PC,Sale,Bokaro,Jharkhand,Success,Amity University,Education,Online Course,66237.28823,3/4/2016 18:08,Net Banking
TXN22780,Chrome,Windows PC,Sale,Haridwar,Uttarakhand,Success,AskMeGrocery,Grocery,Grocery,9553.271372,4/1/2016 17:08,Credit Card
TXN25681,Chrome,Android,Sale,Tumkur,Karnataka,Success,NIIT,Education,Online Course,69199.60708,4/15/2016 13:08,Wallet
TXN24090,Safari,iOS,Sale,Agra,Uttar Pradesh,Success,Fossil,Lifestyle,Watches,100231.8692,4/8/2016 1:08,Debit Card
TXN12656,Firefox,Windows Phone,Sale,Dehradun,Uttarakhand,Success,Inox,Ticketing,Cinema,959.9526247,2/13/2016 14:08,Credit Card
TXN25898,Opera,Blackberry,Sale,Korba,Chattisgarh,Success,Fossil,Lifestyle,Watches,11446.43456,4/16/2016 12:08,Credit Card
TXN23197,IE,Windows PC,Refund,Patiala,Punjab,Success,DSP Blackrock,Financial Products,Mutual Fund,66653.95275,4/3/2016 1:08,Net Banking
TXN25877,IE,Windows Phone,Sale,Shahjahanpur,Uttar Pradesh,Cancelled,Grofers,Grocery,Grocery,1111.937065,4/16/2016 10:08,Debit Card
TXN25263,Mobile App,Windows Phone,Sale,Agra,Uttar Pradesh,Failed,Vodafone,Utility,DTH,2196.419794,4/13/2016 12:08,Credit Card
TXN16941,Opera,Windows Phone,Sale,Vijayawada,Andhra Pradesh,Success,Max Life Insurance,Insurance,Life,133067.211,3/5/2016 10:08,Wallet
TXN20048,Chrome,Windows PC,Sale,Srinagar,Jammu and Kashmir,Success,LIC ,Insurance,Life,111910.0166,3/19/2016 14:08,Debit Card
TXN12854,IE,Windows PC,Sale,Chennai,Tamil Nadu,Success,Zomato,Foodtech,Cafe,3627.666,2/14/2016 12:08,Debit Card
TXN19090,Opera,Android,Refund,Bhiwandi,Maharashtra,Success,Zomato,Foodtech,Cafe,8032.724154,3/14/2016 19:08,Credit Card
TXN11877,Chrome,Android,Sale,Rajpur Sonarpur,West Bengal,Success,Apple,Electronics,iPad,103498.3799,2/10/2016 13:08,Debit Card
TXN13554,IE,Windows PC,Sale,Erode,Tamil Nadu,Failed,SBI MF,Financial Products,Mutual Fund,184232.5459,2/18/2016 13:08,Wallet
TXN25577,Chrome,Android,Sale,Coimbatore,Tamil Nadu,Success,Idea,Utility,DTH,428.4410356,4/15/2016 10:08,Credit Card
TXN24878,IE,Windows Phone,Sale,Bally,West Bengal,Success,Amity University,Education,Online Course,129312.1815,4/10/2016 13:08,Wallet
TXN23911,Firefox,Windows PC,Sale,Gwalior,Madhya Pradesh,Success,One Plus,Electronics,Mobiles,1814.966571,4/7/2016 12:08,Wallet
TXN16920,Chrome,Windows PC,Refund,Rourkela,Orissa,Success,HDFC AMC,Financial Products,Mutual Fund,167212.9263,3/5/2016 0:08,Net Banking
TXN18401,Chrome,Windows PC,Sale,Dewas,Madhya Pradesh,Success,UTI,Financial Products,Mutual Fund,103228.2,3/12/2016 12:08,Net Banking
TXN13709,Chrome,Android,Sale,Jalandhar,Punjab,Success,Uber,Travel,Cabs,813.6075514,2/19/2016 12:08,Credit Card
TXN21281,Chrome,Windows PC,Sale,Karnal,Haryana,Success,ICICI Direct,Financial Products,Mutual Fund,172752.2134,3/25/2016 18:08,Credit Card
TXN23323,UC Browser,Android,Sale,Gwalior,Madhya Pradesh,Cancelled,Go Ibibo,Travel,Air,2551.5,4/3/2016 13:08,Debit Card
TXN18128,Opera,Android,Sale,Nellore,Andhra Pradesh,Success,Inox,Ticketing,Cinema,954.34605,3/11/2016 10:08,Credit Card
TXN11686,Safari,iOS,Sale,Malegaon,Maharashtra,Success,Go Ibibo,Travel,Air,8293.358,2/8/2016 13:08,Credit Card
TXN10194,Firefox,Android,Refund,Kurnool,Andhra Pradesh,Success,Pepperfry,Lifestyle,Furniture,86154.97714,2/1/2016 13:08,Credit Card
TXN15126,Chrome,Windows Phone,Sale,Muzaffarnagar,Uttar Pradesh,Success,Dell,Electronics,Desktops,40136.04,2/25/2016 22:08,Credit Card
TXN23696,Mobile App,Android,Sale,Navi Mumbai,Maharashtra,Success,Big Basket,Grocery,Grocery,13263.71551,4/5/2016 13:08,Wallet
TXN26312,Chrome,Android,Sale,Mau,Uttar Pradesh,Cancelled,Puma,Lifestyle,Shoes,4266.66,4/17/2016 13:08,Credit Card
TXN13157,Mobile App,Windows PC,Sale,Amritsar,Punjab,Success,Star Heath Insurance,Insurance,Health,25953.38613,2/15/2016 12:08,Debit Card
TXN15001,Chrome,Windows PC,Sale,Madurai,Tamil Nadu,Cancelled,Swiggy,Foodtech,Cafe,4102.668101,2/25/2016 12:08,Credit Card
TXN26237,Mobile App,Android,Refund,Ludhiana,Punjab,Cancelled,Foodpanda,Foodtech,Cafe,1148.16555,4/17/2016 12:08,Debit Card
TXN21035,Chrome,Android,Refund,Madurai,Tamil Nadu,Cancelled,LIC ,Insurance,Life,79629.81649,3/24/2016 19:08,Wallet
TXN25237,UC Browser,Windows PC,Sale,Tumkur,Karnataka,Success,Grofers,Grocery,Grocery,241.1107066,4/13/2016 12:08,Wallet
TXN14202,UC Browser,Windows PC,Sale,Karawal Nagar,Delhi,Success,Idea,Utility,DTH,1209.512824,2/20/2016 18:08,Debit Card
TXN14054,Mobile App,Android,Sale,Kolkata,West Bengal,Success,Baniya Babu.com,Grocery,Grocery,11863.81942,2/20/2016 13:08,Wallet
TXN24096,UC Browser,Windows PC,Sale,Kochi,Kerala,Success,Nike,Lifestyle,Shoes,10294.12304,4/8/2016 10:08,Credit Card
TXN17883,IE,Windows PC,Sale,Faridabad,Haryana,Success,Apple,Electronics,iPad,134098.2352,3/9/2016 22:08,Debit Card
TXN24423,Firefox,Android,Sale,Bihar Sharif,Bihar,Failed,Nature Basket,Grocery,Grocery,10277.064,4/9/2016 12:08,Net Banking
TXN26417,Firefox,Windows Phone,Sale,Rampur,Uttar Pradesh,Success,LIC ,Insurance,Life,43232.72611,4/17/2016 18:08,Net Banking
TXN26219,Chrome,Windows PC,Sale,Guntur,Andhra Pradesh,Cancelled,HDFC AMC,Financial Products,Mutual Fund,97872.57,4/17/2016 11:08,Debit Card
TXN22430,UC Browser,Windows Phone,Refund,Ulhasnagar,Maharashtra,Success,Pepperfry,Lifestyle,Furniture,162214.8622,3/31/2016 12:08,Wallet
TXN13799,Chrome,Android,Sale,New Delhi,Delhi,Success,ICICI Direct,Financial Products,Mutual Fund,184943.6269,2/19/2016 14:08,Wallet
TXN17132,IE,Windows Phone,Sale,Bikaner,Rajasthan,Success,Star Heath Insurance,Insurance,Health,34960.3769,3/5/2016 13:08,Credit Card
TXN21592,Opera,Android,Refund,Sagar,Madhya Pradesh,Cancelled,Max Life Insurance,Insurance,Life,30099.6,3/26/2016 18:08,Debit Card
TXN20579,Chrome,Android,Sale,Ambattur,Tamil Nadu,Success,Reliance Fresh Direct,Grocery,Grocery,13403.90279,3/21/2016 15:08,Debit Card
TXN20156,Safari,Macintosh,Sale,Bally,West Bengal,Cancelled,Inox,Ticketing,Cinema,461.4806316,3/19/2016 21:08,Credit Card
TXN17660,Firefox,Android,Sale,Muzaffarnagar,Uttar Pradesh,Success,Reliance Fresh Direct,Grocery,Grocery,6954.737557,3/7/2016 21:08,Debit Card
TXN17771,IE,Windows PC,Sale,Gulbarga,Karnataka,Success,Carnival,Ticketing,Cinema,1076.04,3/9/2016 12:08,Credit Card
TXN16173,Chrome,Android,Sale,Bhagalpur,Bihar,Success,Samsung,Electronics,Laptops,34539.8256,2/29/2016 13:08,Credit Card
TXN12748,Safari,Macintosh,Sale,Thiruvananthapuram,Kerala,Cancelled,Pepperfry,Lifestyle,Furniture,109816.1884,2/13/2016 20:08,Debit Card
TXN18489,UC Browser,Android,Sale,Nashik,Maharashtra,Success,Future Generali,Insurance,Life,57540.5532,3/12/2016 13:08,Debit Card
TXN15631,Firefox,Windows PC,Sale,Hyderabad,Telangana,Success,Apple,Electronics,iPad,59072.27241,2/27/2016 13:08,Credit Card
TXN23138,Firefox,Android,Refund,Hubballi-Dharwad,Karnataka,Success,Nature Basket,Grocery,Grocery,1622.860596,4/2/2016 20:08,Debit Card
TXN24672,Chrome,Windows PC,Sale,Rajpur Sonarpur,West Bengal,Cancelled,Fossil,Lifestyle,Watches,63457.76219,4/9/2016 20:08,Wallet
TXN21376,UC Browser,Windows PC,Sale,Shimla,Himachal Pradesh,Success,ICICI Direct,Financial Products,Mutual Fund,96637.43246,3/26/2016 10:08,Wallet
TXN24730,Safari,iOS,Sale,Jodhpur,Rajasthan,Success,Foodpanda,Foodtech,Cafe,2749.95,4/10/2016 10:08,Credit Card
TXN12349,IE,Windows PC,Sale,Rajahmundry,Andhra Pradesh,Success,One Plus,Electronics,Mobiles,15722.938,2/12/2016 13:08,Debit Card
TXN26129,IE,Windows PC,Refund,Saharanpur,Uttar Pradesh,Success,DSP Blackrock,Financial Products,Mutual Fund,74189.5787,4/16/2016 19:08,Credit Card
TXN12988,Opera,Windows Phone,Refund,Rourkela,Orissa,Success,Go Ibibo,Travel,Air,3224.955508,2/14/2016 13:08,Net Banking
TXN20222,Opera,Blackberry,Sale,Tiruchirappalli,Tamil Nadu,Success,Fossil,Lifestyle,Watches,150295.4,3/20/2016 12:08,Debit Card
TXN17543,IE,Windows PC,Sale,Rewa,Madhya Pradesh,Success,Pepperfry,Lifestyle,Furniture,114923.3122,3/7/2016 0:08,Debit Card
TXN25029,Chrome,Android,Refund,Durg,Chattisgarh,Success,NIIT,Education,Online Course,48340.3536,4/11/2016 12:08,Credit Card
TXN15311,Firefox,Windows Phone,Sale,Baranagar,West Bengal,Success,AskMeGrocery,Grocery,Grocery,1640.3121,2/26/2016 14:08,Wallet
TXN18373,Mobile App,Blackberry,Sale,Nagpur,Maharashtra,Success,Baniya Babu.com,Grocery,Grocery,12405.86685,3/12/2016 9:08,Wallet
TXN23310,Opera,Blackberry,Sale,Ghaziabad,Uttar Pradesh,Failed,Religare Heath Insurance,Insurance,Health,40700,4/3/2016 13:08,Debit Card
TXN14200,IE,Windows PC,Refund,Muzaffarnagar,Uttar Pradesh,Success,Star Heath Insurance,Insurance,Health,35834.4256,2/20/2016 18:08,Wallet
TXN17166,Chrome,Android,Sale,Itanagar,Arunachal Pradesh,Cancelled,Zomato,Foodtech,Cafe,5354.591891,3/5/2016 15:08,Credit Card
TXN17591,UC Browser,Windows PC,Refund,Davanagere,Karnataka,Cancelled,Inox,Ticketing,Cinema,785.513302,3/7/2016 12:08,Credit Card
TXN25715,Chrome,Android,Refund,Chandrapur,Maharashtra,Success,Future Generali,Insurance,Life,49337.30939,4/15/2016 13:08,Debit Card
TXN18585,Safari,iOS,Sale,Vadodara,Gujarat,Success,Puma,Lifestyle,Shoes,15704.41501,3/12/2016 14:08,Net Banking
TXN21389,Chrome,Windows PC,Sale,Delhi,Delhi,Success,Make My Trip,Travel,Air,12944.232,3/26/2016 12:08,Debit Card
TXN24989,Firefox,Windows Phone,Sale,Avadi,Tamil Nadu,Success,Star Heath Insurance,Insurance,Health,10116.4518,4/10/2016 22:08,Credit Card
TXN16206,Firefox,Windows Phone,Sale,Latur,Maharashtra,Success,SBI MF,Financial Products,Mutual Fund,123874.8528,2/29/2016 18:08,Wallet
TXN15204,Chrome,Windows PC,Sale,Panihati,West Bengal,Success,NIIT,Education,Online Course,94066.70264,2/26/2016 12:08,Credit Card
TXN19835,Chrome,Windows PC,Sale,Kozhikode,Kerala,Success,Religare Heath Insurance,Insurance,Health,87363.35091,3/19/2016 10:08,Debit Card
TXN23898,Chrome,Windows PC,Sale,Anantapur,Andhra Pradesh,Success,DSP Blackrock,Financial Products,Mutual Fund,97227.33257,4/7/2016 12:08,Debit Card
TXN17290,Opera,Android,Sale,Bathinda,Punjab,Failed,Go Ibibo,Travel,Air,2581.92,3/6/2016 11:08,Debit Card
TXN26090,IE,Windows Phone,Sale,Guwahati,Assam,Success,Fossil,Lifestyle,Watches,58792.92832,4/16/2016 17:08,Wallet
TXN10013,UC Browser,Android,Refund,Sonipat,Haryana,Success,Amity University,Education,Online Course,158801.148,1/31/2016 12:08,Net Banking
TXN10756,Firefox,Android,Sale,New Delhi,Delhi,Failed,Puma,Lifestyle,Shoes,18189.28742,2/5/2016 12:08,Debit Card
TXN10470,Firefox,Android,Sale,Gandhidham,Gujarat,Cancelled,UTI,Financial Products,Mutual Fund,39510.504,2/4/2016 12:08,Debit Card
TXN14385,Chrome,Windows PC,Sale,Kochi,Kerala,Failed,Nike,Lifestyle,Shoes,14247.92116,2/21/2016 12:08,Debit Card
TXN21843,Chrome,Windows PC,Refund,Durgapur,West Bengal,Success,Future Generali,Insurance,Life,132930.6118,3/27/2016 13:08,Credit Card
TXN22461,Chrome,Android,Sale,Sikar,Rajasthan,Success,Zomato,Foodtech,Cafe,1979.077795,3/31/2016 13:08,Debit Card
TXN18182,UC Browser,Windows Phone,Refund,Ludhiana,Punjab,Cancelled,Future Generali,Insurance,Life,45650.44575,3/11/2016 12:08,Wallet
TXN14949,Mobile App,Windows Phone,Sale,Delhi,Delhi,Success,Pepperfry,Lifestyle,Furniture,30438.22168,2/25/2016 10:08,Debit Card
TXN12612,Chrome,iOS,Refund,Delhi,Delhi,Success,Max Life Insurance,Insurance,Life,58433.95914,2/13/2016 13:08,Credit Card
TXN16578,Chrome,Windows Phone,Sale,Bijapur,Karnataka,Cancelled,Zomato,Foodtech,Cafe,112.513336,3/3/2016 14:08,Credit Card
TXN23925,Opera,Android,Refund,Itanagar,Arunachal Pradesh,Success,Big Basket,Grocery,Grocery,4714.608402,4/7/2016 13:08,Debit Card
TXN25915,UC Browser,Android,Sale,Raichur,Karnataka,Success,Carnival,Ticketing,Cinema,1580.021988,4/16/2016 12:08,Credit Card
TXN13623,Opera,Blackberry,Sale,Purnia,Bihar,Success,Inox,Ticketing,Cinema,1171.275,2/18/2016 20:08,Wallet
TXN16351,IE,Windows PC,Sale,Nagpur,Maharashtra,Success,Sony,Electronics,Laptops,208309.2512,3/2/2016 12:08,Debit Card
TXN12864,Chrome,Windows PC,Refund,Gorakhpur,Uttar Pradesh,Success,Uber,Travel,Cabs,2078.72406,2/14/2016 12:08,Credit Card
TXN26525,Chrome,Android,Sale,Rajpur Sonarpur,West Bengal,Success,Fossil,Lifestyle,Watches,64726.91743,4/18/2016 12:08,Debit Card
TXN14903,Firefox,Android,Sale,Raipur,Chattisgarh,Success,Nike,Lifestyle,Shoes,7546.483564,2/24/2016 15:08,Credit Card
TXN24230,Safari,Macintosh,Sale,Rajahmundry,Andhra Pradesh,Success,Star Heath Insurance,Insurance,Health,9653.175,4/8/2016 13:08,Credit Card
TXN17649,Safari,iOS,Sale,Itanagar,Arunachal Pradesh,Failed,One Plus,Electronics,Mobiles,10130.32125,3/7/2016 19:08,Net Banking
TXN20232,Safari,Macintosh,Sale,Noida,Uttar Pradesh,Failed,Pepperfry,Lifestyle,Furniture,229754.7,3/20/2016 12:08,Credit Card
TXN11232,UC Browser,Android,Sale,Shivamogga,Karnataka,Success,SBI MF,Financial Products,Mutual Fund,181955.868,2/6/2016 15:08,Credit Card
